SonyEricsson	T610	SonyEricssonT610/R101 Profile/MIDP-1.0 Configuration/CLDC-1.0
SonyEricsson	T630	SonyEricssonT630/R401 Profile/MIDP-1.0 Configuration/CLDC-1.0
SonyEricsson	T68	SonyEricssonT68
SonyEricsson	T68i	SonyEricssonT68i/R101
SonyEricsson	Z1010	SonyEricssonZ1010/R1A Profile/MIDP-1.0 MIDP2.0 Configurationn/CLDC-1.1 UP.Link/5.1.1.5
SonyEricsson	Z200	SonyEricssonZ200/R101
SonyEricsson	Z600	SonyEricssonZ600/R301 Profile/MIDP-1.0 Configuration/CLDC-1.0
Telit	G80	Telit-G80/2.01 UP.Browser/6.1.0.6 (GUI) MMP/1.0
Telit	GM882	Telit_Mobile_Terminals-GM882/1.02 UP.Browser/5.0.3.3 (GUI)
Toshiba	TS21i-10	portalmmm/1.0 TS21i-10(;ser123456789012345;icc1234567890123456789F)
Vitelcom	Feature Phone	Vitelcom-Feature Phone1.0 UP.Browser/5.0.2.2(GUI)
Vitelcom	TSM-100	TSM-100
Vitelcom	TSM-100v	TSM-100v/40100012 Browser/1.2.1 Profile/MIDP-1.0 Configuration/CLDC-1.0
Vitelcom	TSM-5	TSM-5/2.2 UP.Browser/5.0.2.2 (GUI)
Vitelcom	TSM-5m	TSM-5m/1.3.8.5 UP.Browser/6.2.2.4.g.1.100 (GUI)
Vitelcom	TSM-6	TSM-6/7.12.2 Teleca/1.1.13.4 Profile/MIDP-1.0 Configuration/CLDC-1.0 UP.Link/5.1.15
Vitelcom	TSM100v	TSM100v/40100012 Browser/1.2.1 Profile/MIDP-1.0 Configuration/CLDC-1.0
